run_dir,setting,language_mode,language,model_family,seed,eval_language,macro_f1_normal,macro_f1_global_single_mask,delta_macro_f1_global_single_mask,n_has_mwe_prev_next_global_single_mask,n_no_mwe_prev_next_global_single_mask,macro_f1_has_mwe_prev_next_global_single_mask,macro_f1_no_mwe_prev_next_global_single_mask,macro_f1_global_n_mask,delta_macro_f1_global_n_mask,n_has_mwe_prev_next_global_n_mask,n_no_mwe_prev_next_global_n_mask,macro_f1_has_mwe_prev_next_global_n_mask,macro_f1_no_mwe_prev_next_global_n_mask,macro_f1_targeted_context_mask,delta_macro_f1_targeted_context_mask,n_has_mwe_prev_next_targeted_context_mask,n_no_mwe_prev_next_targeted_context_mask,macro_f1_has_mwe_prev_next_targeted_context_mask,macro_f1_no_mwe_prev_next_targeted_context_mask,delta_macro_f1_global_n_minus_single
zero_shot__EN_PT_GL__target_True_none_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6115710375603478,0.5872067471112816,-0.024364290449066184,57,367,0.43487179487179484,0.6016800475765686,0.5798521421572994,-0.0317188954030484,57,367,0.43487179487179484,0.5938969053790112,0.5798521421572994,-0.0317188954030484,57,367,0.43487179487179484,0.5938969053790112,-0.007354604953982213
zero_shot__EN_PT_GL__target_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6052413793103448,0.5810081845238095,-0.024233194786535295,57,367,0.4602272727272727,0.5898786717752236,0.575199794962604,-0.030041584347740846,57,367,0.4602272727272727,0.5827141118442124,0.5896401643572045,-0.015601214953140374,57,367,0.47507145125436645,0.5969728800611154,-0.005808389561205551
zero_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6179160269674921,0.594303515798843,-0.023612511168649153,57,367,0.5258589511754068,0.5919574966607717,0.5989138176638178,-0.019002209303674356,57,367,0.5258589511754068,0.5967605707494636,0.5989138176638178,-0.019002209303674356,57,367,0.5258589511754068,0.5967605707494636,0.004610301864974797
zero_shot__EN_PT_GL__previous_target_next_True_none_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6079322638146167,0.5848225214198286,-0.023109742394788135,57,367,0.5258589511754068,0.5806653971098914,0.5848225214198286,-0.023109742394788135,57,367,0.5258589511754068,0.5806653971098914,0.5872067471112817,-0.020725516703335,57,367,0.5389705882352942,0.5806653971098914,0.0
zero_shot__EN_PT_GL__target_True_none_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6107958317697659,0.5879782374676327,-0.02281759430213326,57,367,0.4602272727272727,0.5980413318943119,0.5859375,-0.02485833176976593,57,367,0.4602272727272727,0.5957375478927203,0.5945546534068189,-0.01624117836294703,57,367,0.47507145125436645,0.6028138528138528,-0.0020407374676326695
zero_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,EN,0.6293685658131365,0.6131731197151759,-0.016195446097960642,57,367,0.42229729729729726,0.6344186738031519,0.6034559543956532,-0.025912611417483244,57,367,0.39420289855072466,0.6305727259848037,0.6083511396011396,-0.02101742621199687,57,367,0.40962245238890743,0.6305727259848037,-0.009717165319522603
zero_shot__EN_PT_GL__previous_target_next_True_none_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.5601365370457132,0.5451863770447841,-0.01495016000092908,57,367,0.40789473684210525,0.5512228260869566,0.546437712474307,-0.013698824571406254,57,367,0.3958974358974359,0.5547467394601153,0.5438816674137159,-0.016254869631997293,57,367,0.38378378378378386,0.5547467394601153,0.0012513354295228263
zero_shot__EN_PT_GL__previous_target_next_True_highlight_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6173796791443851,0.6037383177570095,-0.013641361387375595,57,367,0.5389705882352942,0.6000149298297999,0.5990476826202078,-0.018331996524177274,57,367,0.5389705882352942,0.5954055181455218,0.6013951392636023,-0.015984539880782744,57,367,0.5521885521885522,0.5954055181455218,-0.00469063513680168
zero_shot__EN_PT_GL__target_True_none_ner__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,EN,0.646785995722166,0.6336984087172199,-0.013087587004946055,57,367,0.4477113264283328,0.6535245459449739,0.6225207356653444,-0.024265260056821614,57,367,0.4533248081841432,0.6419730504237546,0.6169171298520093,-0.02986886587015669,57,367,0.43000000000000005,0.6408667287977634,-0.011177673051875558
zero_shot__EN_PT_GL__previous_target_next_True_highlight_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,EN,0.6269517763670787,0.6155467911240662,-0.011404985243012478,57,367,0.43487179487179484,0.6342664207520228,0.606077295814766,-0.02087448055231267,57,367,0.42122502456600064,0.6284318980406169,0.6108468919482686,-0.016104884418810084,57,367,0.43487179487179484,0.6284318980406169,-0.009469495309300191
zero_shot__EN_PT_GL__previous_target_next_True_none_ner__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,EN,0.6545535714285715,0.6480190765905053,-0.006534494838066229,57,367,0.5655487804878049,0.643836750047019,0.6498214285714285,-0.0047321428571429625,57,367,0.594017094017094,0.6459024301996019,0.6491871464030949,-0.005366425025476573,57,367,0.5389705882352942,0.6493630573248408,0.0018023519809232669
zero_shot__EN_PT_GL__target_True_highlight_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.6094639113507039,0.6030581994070838,-0.006405711943620052,57,367,0.3838847035702588,0.62933453035574,0.6032085561497327,-0.006255355200971202,57,367,0.3838847035702588,0.6296780751780788,0.6032085561497327,-0.006255355200971202,57,367,0.3838847035702588,0.6296780751780788,0.00015035674264884946
zero_shot__EN_PT_GL__target_True_none_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.44484176649383156,0.4397342613097121,-0.005107505184119454,46,161,0.38392857142857145,0.4500870013533544,0.44484176649383156,0.0,46,161,0.38392857142857145,0.45640516385302876,0.44484176649383156,0.0,46,161,0.38392857142857145,0.45640516385302876,0.005107505184119454
zero_shot__EN_PT_GL__target_True_highlight_glosses__mBERT__seed51,zero_shot,multilingual,EN_PT_GL,mBERT,51,PT,0.6178257030476547,0.6141259320629662,-0.003699770984688544,46,161,0.6700143472022955,0.5888625061601183,0.6131818181818182,-0.004643884865836556,46,161,0.6725201708590413,0.5870897630949793,0.6131818181818182,-0.004643884865836556,46,161,0.6725201708590413,0.5870897630949793,-0.0009441138811480121
zero_shot__EN_PT_GL__target_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.44484176649383156,0.44228587634713556,-0.002555890146695994,46,161,0.38392857142857145,0.453239289446186,0.44484176649383156,0.0,46,161,0.38392857142857145,0.45640516385302876,0.44484176649383156,0.0,46,161,0.38392857142857145,0.45640516385302876,0.002555890146695994
zero_shot__EN_PT_GL__previous_target_next_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,EN,0.5467829220928215,0.5442409120528429,-0.0025420100399786705,57,367,0.4904780411970463,0.5363682301884548,0.5446061381785805,-0.0021767839142410317,57,367,0.47865853658536583,0.5386326274054734,0.5446061381785805,-0.0021767839142410317,57,367,0.47865853658536583,0.5386326274054734,0.0003652261257376388
zero_shot__EN_PT_GL__previous_target_next_True_highlight_ner__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,EN,0.6473589318507851,0.6457219251336899,-0.001637006717095213,57,367,0.5389705882352942,0.6472425808001923,0.6378920575380544,-0.009466874312730633,57,367,0.5534188034188035,0.6373545141167507,0.6450892857142857,-0.0022696461364993814,57,367,0.5521885521885522,0.6423839558862409,-0.00782986759563542
zero_shot__EN_PT_GL__previous_target_next_True_highlight_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_ner__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__target_True_none_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__target_True_none_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__target_True_none_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__target_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__target_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_none_ner__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_empty__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
one_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_tfidf__seed51,one_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.3806646525679758,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.0
one_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_tfidf__seed51,one_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
one_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_word2vec__seed51,one_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3806646525679758,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.0
one_shot__EN_PT_GL__previous_target_next_True_none_empty__logreg_word2vec__seed51,one_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__previous_target_next_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__target_True_none_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
zero_shot__EN_PT_GL__target_True_highlight_ner__logreg_word2vec__seed51,zero_shot,multilingual,EN_PT_GL,logreg_word2vec,51,PT,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN_PT_GL__target_True_highlight_ner__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.25,0.25,0.0,0,6,,0.25,0.25,0.0,0,6,,0.25,0.25,0.0,0,6,,0.25,0.0
zero_shot__EN_PT_GL__target_True_highlight_empty__logreg_tfidf__seed51,zero_shot,multilingual,EN_PT_GL,logreg_tfidf,51,GL,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.3333333333333333,0.0,0,6,,0.3333333333333333,0.0
